Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
13:46:28 Jul 20 2026,98,51,0,0,0
13:46:32 Jul 20 2026,98,51,0,0,0
13:46:36 Jul 20 2026,98,52,0,0,0
13:46:40 Jul 20 2026,98,51,0,0,0
13:46:44 Jul 20 2026,98,52,0,0,0
13:46:48 Jul 20 2026,98,51,0,0,0
13:46:52 Jul 20 2026,98,50,0,0,0
13:46:56 Jul 20 2026,98,49,0,0,0
13:47:00 Jul 20 2026,98,48,0,0,0
13:47:04 Jul 20 2026,98,49,0,0,0
13:47:08 Jul 20 2026,98,49,0,0,0
13:47:12 Jul 20 2026,98,48,0,0,0
13:47:16 Jul 20 2026,98,48,0,0,0
13:47:20 Jul 20 2026,98,49,0,0,0
13:47:24 Jul 20 2026,98,48,0,0,0
13:47:28 Jul 20 2026,98,48,0,0,0
13:47:32 Jul 20 2026,98,50,0,0,0
13:47:36 Jul 20 2026,98,51,0,0,0
13:47:40 Jul 20 2026,98,50,0,0,0
13:47:44 Jul 20 2026,98,50,0,0,0
13:47:48 Jul 20 2026,98,50,0,0,0
13:47:52 Jul 20 2026,98,51,0,0,0
13:47:56 Jul 20 2026,98,51,0,0,0
13:48:00 Jul 20 2026,98,50,0,0,0
13:48:04 Jul 20 2026,98,50,0,0,0
13:48:08 Jul 20 2026,98,49,0,0,0
13:48:12 Jul 20 2026,98,49,0,0,0
13:48:16 Jul 20 2026,98,48,0,0,0
13:48:20 Jul 20 2026,98,48,0,0,0
13:48:24 Jul 20 2026,98,48,0,0,0
13:48:28 Jul 20 2026,98,47,0,0,0
13:48:32 Jul 20 2026,98,48,0,0,0
13:48:36 Jul 20 2026,98,49,0,0,0
13:48:40 Jul 20 2026,98,48,0,0,0
13:48:44 Jul 20 2026,98,47,0,0,0
13:48:48 Jul 20 2026,98,50,0,0,0
13:48:52 Jul 20 2026,98,51,0,0,0
13:48:56 Jul 20 2026,98,51,5,0,0
13:49:00 Jul 20 2026,98,51,2,0,0
13:49:04 Jul 20 2026,97,57,0,0,0
13:49:08 Jul 20 2026,97,62,0,0,0
13:49:12 Jul 20 2026,97,62,6,0,0
13:49:16 Jul 20 2026,97,63,5,0,0
13:49:20 Jul 20 2026,98,63,0,0,0
13:49:24 Jul 20 2026,98,64,0,0,0
13:49:28 Jul 20 2026,98,61,0,0,0
13:49:32 Jul 20 2026,98,55,0,0,0
13:49:36 Jul 20 2026,98,52,0,0,0
13:49:40 Jul 20 2026,98,52,0,0,0
13:49:44 Jul 20 2026,98,50,0,0,0
13:49:48 Jul 20 2026,98,48,0,0,0
13:49:52 Jul 20 2026,98,48,0,0,0
13:49:56 Jul 20 2026,98,49,0,0,0
13:50:00 Jul 20 2026,98,49,0,0,0
13:50:04 Jul 20 2026,98,47,0,0,0
13:50:08 Jul 20 2026,98,48,0,0,0
13:50:12 Jul 20 2026,98,51,0,0,0
13:50:16 Jul 20 2026,98,51,0,0,0
13:50:20 Jul 20 2026,98,51,0,0,0
13:50:24 Jul 20 2026,98,50,0,0,0
13:50:28 Jul 20 2026,98,49,0,0,0
13:50:32 Jul 20 2026,98,48,0,0,0
13:50:36 Jul 20 2026,98,48,0,0,0
13:50:40 Jul 20 2026,98,49,0,0,0
13:50:44 Jul 20 2026,98,50,0,0,0
13:50:48 Jul 20 2026,98,50,0,0,0
13:50:52 Jul 20 2026,98,52,0,0,0
13:50:56 Jul 20 2026,98,54,0,0,0
13:51:00 Jul 20 2026,98,55,6,0,0
13:51:04 Jul 20 2026,98,56,3,0,0
13:51:08 Jul 20 2026,97,57,0,0,0
13:51:12 Jul 20 2026,97,56,0,0,0
13:51:16 Jul 20 2026,97,56,0,0,0
13:51:20 Jul 20 2026,98,55,0,0,0
13:51:24 Jul 20 2026,98,52,0,0,0
13:51:28 Jul 20 2026,98,50,0,0,0
13:51:32 Jul 20 2026,98,48,0,0,0
13:51:36 Jul 20 2026,98,47,0,0,0
13:51:40 Jul 20 2026,98,48,0,0,0
13:51:44 Jul 20 2026,98,47,0,0,0
13:51:48 Jul 20 2026,98,46,0,0,0
13:51:52 Jul 20 2026,98,46,0,0,0
13:51:56 Jul 20 2026,98,48,0,0,0
13:52:00 Jul 20 2026,98,49,0,0,0
13:52:04 Jul 20 2026,98,49,0,0,0
13:52:08 Jul 20 2026,98,49,0,0,0
13:52:12 Jul 20 2026,98,49,0,0,0
13:52:16 Jul 20 2026,98,49,0,0,0
13:52:20 Jul 20 2026,98,49,0,0,0
13:52:24 Jul 20 2026,98,49,0,0,0
13:52:28 Jul 20 2026,98,49,0,0,0
13:52:32 Jul 20 2026,98,51,0,0,0
13:52:36 Jul 20 2026,98,51,0,0,0
13:52:40 Jul 20 2026,98,50,0,0,0
13:52:44 Jul 20 2026,98,49,0,0,0
13:52:48 Jul 20 2026,98,49,0,0,0
13:52:52 Jul 20 2026,98,49,0,0,0
13:52:56 Jul 20 2026,98,47,0,0,0
13:53:00 Jul 20 2026,98,46,0,0,0
13:53:04 Jul 20 2026,98,48,0,0,0
13:53:08 Jul 20 2026,98,48,0,0,0
13:53:12 Jul 20 2026,98,47,0,0,0
13:53:16 Jul 20 2026,98,48,0,0,0
13:53:20 Jul 20 2026,98,49,0,0,0
13:53:24 Jul 20 2026,98,49,0,0,0
13:53:28 Jul 20 2026,98,48,0,0,0
13:53:32 Jul 20 2026,98,48,0,0,0
13:53:36 Jul 20 2026,98,48,0,0,0
13:53:40 Jul 20 2026,98,47,0,0,0
13:53:44 Jul 20 2026,98,48,0,0,0
13:53:48 Jul 20 2026,98,49,0,0,0
13:53:52 Jul 20 2026,98,49,0,0,0
13:53:56 Jul 20 2026,98,49,0,0,0
13:54:00 Jul 20 2026,98,48,0,0,0
13:54:04 Jul 20 2026,98,48,0,0,0
13:54:08 Jul 20 2026,98,48,0,0,0
13:54:12 Jul 20 2026,98,48,0,0,0
13:54:16 Jul 20 2026,98,48,0,0,0
13:54:20 Jul 20 2026,98,47,0,0,0
13:54:24 Jul 20 2026,98,46,0,0,0
13:54:28 Jul 20 2026,98,46,0,0,0
13:54:32 Jul 20 2026,98,47,0,0,0
13:54:36 Jul 20 2026,98,48,0,0,0
13:54:40 Jul 20 2026,98,51,0,0,0
13:54:44 Jul 20 2026,98,54,2,0,0
13:54:48 Jul 20 2026,98,57,6,0,0
13:54:52 Jul 20 2026,98,58,0,0,0
13:54:56 Jul 20 2026,98,58,1,0,0
13:55:00 Jul 20 2026,98,58,4,0,0
13:55:04 Jul 20 2026,98,58,5,0,0
13:55:08 Jul 20 2026,98,58,0,0,0
13:55:12 Jul 20 2026,98,64,0,0,0
13:55:16 Jul 20 2026,98,62,0,0,0
13:55:20 Jul 20 2026,98,63,0,0,0
13:55:24 Jul 20 2026,98,58,0,0,0
13:55:28 Jul 20 2026,99,54,0,0,0
13:55:32 Jul 20 2026,98,52,0,0,0
13:55:36 Jul 20 2026,98,50,0,0,0
13:55:40 Jul 20 2026,98,49,0,0,0
13:55:44 Jul 20 2026,98,47,0,0,0
13:55:48 Jul 20 2026,98,47,0,0,0
13:55:52 Jul 20 2026,98,48,0,0,0
13:55:56 Jul 20 2026,98,47,0,0,0
13:56:00 Jul 20 2026,98,48,0,0,0
13:56:04 Jul 20 2026,98,49,0,0,0
13:56:08 Jul 20 2026,98,49,0,0,0
13:56:12 Jul 20 2026,98,51,0,0,0
13:56:16 Jul 20 2026,98,53,0,0,0
13:56:20 Jul 20 2026,98,49,0,0,0
13:56:24 Jul 20 2026,98,49,0,0,0
13:56:28 Jul 20 2026,98,49,3,0,0
13:56:32 Jul 20 2026,98,53,0,0,0
13:56:36 Jul 20 2026,98,59,0,0,0
13:56:40 Jul 20 2026,98,58,0,0,0
13:56:44 Jul 20 2026,98,58,2,0,0
13:56:48 Jul 20 2026,98,56,0,0,0
13:56:52 Jul 20 2026,98,53,0,0,0
13:56:56 Jul 20 2026,98,50,0,0,0
13:57:00 Jul 20 2026,98,50,0,0,0
13:57:04 Jul 20 2026,98,50,0,0,0
13:57:08 Jul 20 2026,98,49,0,0,0
13:57:12 Jul 20 2026,98,50,4,0,0
13:57:16 Jul 20 2026,98,50,8,0,0
13:57:20 Jul 20 2026,98,51,0,0,0
13:57:24 Jul 20 2026,98,50,0,0,0
13:57:28 Jul 20 2026,98,48,0,0,0
13:57:32 Jul 20 2026,98,49,0,0,0
13:57:36 Jul 20 2026,98,49,0,0,0
13:57:40 Jul 20 2026,98,49,0,0,0
13:57:44 Jul 20 2026,98,48,0,0,0
13:57:48 Jul 20 2026,98,48,0,0,0
13:57:52 Jul 20 2026,98,49,0,0,0
13:57:56 Jul 20 2026,98,49,0,0,0
13:58:00 Jul 20 2026,98,49,0,0,0
13:58:04 Jul 20 2026,98,51,0,0,0
13:58:08 Jul 20 2026,98,50,0,0,0
13:58:12 Jul 20 2026,98,49,0,0,0
13:58:16 Jul 20 2026,98,49,0,0,0
13:58:20 Jul 20 2026,98,49,0,0,0
13:58:24 Jul 20 2026,98,50,0,0,0
13:58:28 Jul 20 2026,98,51,0,0,0
13:58:32 Jul 20 2026,98,51,0,0,0
13:58:36 Jul 20 2026,98,51,0,0,0
13:58:40 Jul 20 2026,98,51,0,0,0
13:58:44 Jul 20 2026,98,51,0,0,0
13:58:48 Jul 20 2026,98,51,0,0,0
13:58:52 Jul 20 2026,98,51,0,0,0
13:58:56 Jul 20 2026,98,50,0,0,0
13:59:00 Jul 20 2026,98,50,0,0,0
13:59:04 Jul 20 2026,98,52,3,0,0
13:59:08 Jul 20 2026,98,52,0,0,0
13:59:12 Jul 20 2026,98,53,1,0,0
13:59:16 Jul 20 2026,98,53,1,0,0
13:59:20 Jul 20 2026,98,55,0,0,0
13:59:24 Jul 20 2026,98,58,2,0,0
13:59:28 Jul 20 2026,98,59,1,0,0
13:59:32 Jul 20 2026,98,60,1,0,0
13:59:36 Jul 20 2026,98,60,12,0,0
13:59:40 Jul 20 2026,98,60,20,0,0
13:59:44 Jul 20 2026,98,60,0,0,0
13:59:48 Jul 20 2026,98,59,0,0,0
13:59:52 Jul 20 2026,99,57,0,0,0
13:59:56 Jul 20 2026,98,55,0,0,0
14:00:00 Jul 20 2026,98,55,0,0,0
14:00:04 Jul 20 2026,98,57,0,0,0
14:00:08 Jul 20 2026,98,57,0,0,0
14:00:12 Jul 20 2026,98,56,0,0,0
14:00:16 Jul 20 2026,98,56,0,0,0
14:00:20 Jul 20 2026,98,57,0,0,0
14:00:24 Jul 20 2026,98,58,0,0,0
14:00:28 Jul 20 2026,98,57,0,0,0
14:00:32 Jul 20 2026,98,55,0,0,0
14:00:36 Jul 20 2026,98,54,0,0,0
14:00:40 Jul 20 2026,98,55,0,0,0
14:00:44 Jul 20 2026,98,55,5,0,0
14:00:48 Jul 20 2026,98,55,10,0,0
14:00:52 Jul 20 2026,98,55,1,0,0
14:00:56 Jul 20 2026,98,55,0,0,0
14:01:00 Jul 20 2026,98,56,0,0,0
14:01:04 Jul 20 2026,98,56,0,0,0
14:01:08 Jul 20 2026,98,56,0,0,0
14:01:12 Jul 20 2026,98,56,0,0,0
14:01:16 Jul 20 2026,98,55,0,0,0
14:01:20 Jul 20 2026,98,55,0,0,0
14:01:24 Jul 20 2026,98,55,0,0,0
14:01:28 Jul 20 2026,98,55,0,0,0
14:01:32 Jul 20 2026,98,54,0,0,0
14:01:36 Jul 20 2026,98,53,0,0,0
14:01:40 Jul 20 2026,98,52,0,0,0
14:01:44 Jul 20 2026,98,52,0,0,0
14:01:48 Jul 20 2026,98,54,0,0,0
14:01:52 Jul 20 2026,98,56,0,0,0
14:01:56 Jul 20 2026,98,56,0,0,0
14:02:00 Jul 20 2026,98,56,0,0,0
14:02:04 Jul 20 2026,98,56,0,0,0
14:02:08 Jul 20 2026,98,59,0,0,0
14:02:12 Jul 20 2026,98,59,0,0,0
14:02:16 Jul 20 2026,98,56,0,0,0
14:02:20 Jul 20 2026,98,56,0,0,0
14:02:24 Jul 20 2026,98,56,0,0,0
14:02:28 Jul 20 2026,98,56,1,0,0
14:02:32 Jul 20 2026,98,55,0,0,0
14:02:36 Jul 20 2026,98,56,0,0,0
14:02:40 Jul 20 2026,98,55,0,0,0
14:02:44 Jul 20 2026,98,52,0,0,0
14:02:48 Jul 20 2026,98,51,0,0,0
14:02:52 Jul 20 2026,98,52,0,0,0
14:02:56 Jul 20 2026,98,54,0,0,0
14:03:00 Jul 20 2026,98,55,0,0,0
14:03:04 Jul 20 2026,98,56,0,0,0
14:03:08 Jul 20 2026,98,58,0,0,0
14:03:12 Jul 20 2026,98,57,0,0,0
14:03:16 Jul 20 2026,98,57,0,0,0
14:03:20 Jul 20 2026,98,59,0,0,0
14:03:24 Jul 20 2026,98,61,0,0,0
14:03:28 Jul 20 2026,98,62,0,0,0
14:03:32 Jul 20 2026,98,62,0,0,0
14:03:36 Jul 20 2026,98,62,0,0,0
14:03:40 Jul 20 2026,99,63,13,0,0
14:03:44 Jul 20 2026,99,64,11,0,0
14:03:48 Jul 20 2026,99,64,1,0,0
14:03:52 Jul 20 2026,98,63,0,0,0
14:03:56 Jul 20 2026,98,62,0,0,0
14:04:00 Jul 20 2026,98,59,0,0,0
14:04:04 Jul 20 2026,98,58,0,0,0
14:04:08 Jul 20 2026,98,57,0,0,0
14:04:12 Jul 20 2026,98,56,0,0,0
14:04:16 Jul 20 2026,98,55,0,0,0
14:04:20 Jul 20 2026,98,54,0,0,0
14:04:24 Jul 20 2026,98,54,0,0,0
14:04:28 Jul 20 2026,98,54,0,0,0
14:04:32 Jul 20 2026,98,56,0,0,0
14:04:36 Jul 20 2026,98,56,0,0,0
14:04:40 Jul 20 2026,98,55,0,0,0
14:04:44 Jul 20 2026,98,55,0,0,0
14:04:48 Jul 20 2026,98,55,0,0,0
14:04:52 Jul 20 2026,98,53,0,0,0
14:04:56 Jul 20 2026,98,54,0,0,0
14:05:00 Jul 20 2026,98,55,0,0,0
14:05:04 Jul 20 2026,98,55,0,0,0
14:05:08 Jul 20 2026,98,54,0,0,0
14:05:12 Jul 20 2026,98,55,0,0,0
14:05:16 Jul 20 2026,98,55,0,0,0
14:05:20 Jul 20 2026,98,55,0,0,0
14:05:24 Jul 20 2026,98,55,0,0,0
14:05:28 Jul 20 2026,98,57,0,0,0
14:05:32 Jul 20 2026,98,59,0,0,0
14:05:36 Jul 20 2026,98,58,0,0,0
14:05:40 Jul 20 2026,98,56,0,0,0
14:05:44 Jul 20 2026,98,55,0,0,0
14:05:48 Jul 20 2026,98,55,0,0,0
14:05:52 Jul 20 2026,98,55,0,0,0
14:05:56 Jul 20 2026,98,57,0,0,0
14:06:00 Jul 20 2026,98,58,0,0,0
14:06:04 Jul 20 2026,98,59,0,0,0
14:06:08 Jul 20 2026,98,59,0,0,0
14:06:12 Jul 20 2026,98,59,0,0,0
14:06:16 Jul 20 2026,98,59,0,0,0
14:06:20 Jul 20 2026,98,59,0,0,0
14:06:24 Jul 20 2026,98,59,0,0,0
14:06:28 Jul 20 2026,98,59,0,0,0
14:06:32 Jul 20 2026,98,58,0,0,0
14:06:36 Jul 20 2026,98,58,0,0,0
14:06:40 Jul 20 2026,98,57,0,0,0
14:06:44 Jul 20 2026,98,56,0,0,0
14:06:48 Jul 20 2026,98,57,0,0,0
14:06:52 Jul 20 2026,98,58,0,0,0
14:06:56 Jul 20 2026,98,58,0,0,0
14:07:00 Jul 20 2026,98,58,0,0,0
14:07:04 Jul 20 2026,98,57,0,0,0
14:07:08 Jul 20 2026,98,58,0,0,0
14:07:12 Jul 20 2026,98,58,4,0,0
14:07:16 Jul 20 2026,98,58,1,0,0
14:07:20 Jul 20 2026,98,62,0,0,0
14:07:24 Jul 20 2026,98,65,0,0,0
14:07:28 Jul 20 2026,98,66,0,0,0
14:07:32 Jul 20 2026,98,67,0,0,0
14:07:36 Jul 20 2026,99,63,0,0,0
14:07:40 Jul 20 2026,99,57,0,0,0
14:07:44 Jul 20 2026,99,56,0,0,0
14:07:48 Jul 20 2026,99,56,0,0,0
14:07:52 Jul 20 2026,99,56,0,0,0
14:07:56 Jul 20 2026,98,57,0,0,0
14:08:00 Jul 20 2026,98,57,0,0,0
14:08:04 Jul 20 2026,99,57,0,0,0
14:08:08 Jul 20 2026,99,56,0,0,0
14:08:12 Jul 20 2026,98,56,0,0,0
14:08:16 Jul 20 2026,98,56,0,0,0
14:08:20 Jul 20 2026,98,56,0,0,0
14:08:24 Jul 20 2026,98,57,0,0,0
14:08:28 Jul 20 2026,98,57,0,0,0
14:08:32 Jul 20 2026,98,56,0,0,0
14:08:36 Jul 20 2026,98,57,0,0,0
14:08:40 Jul 20 2026,98,58,0,0,0
14:08:44 Jul 20 2026,98,57,3,0,0
14:08:48 Jul 20 2026,98,57,0,0,0
14:08:52 Jul 20 2026,98,57,0,0,0
14:08:56 Jul 20 2026,98,58,0,0,0
14:09:00 Jul 20 2026,98,60,0,0,0
14:09:04 Jul 20 2026,98,58,0,0,0
14:09:08 Jul 20 2026,98,58,0,0,0
14:09:12 Jul 20 2026,98,57,0,0,0
14:09:16 Jul 20 2026,98,56,0,0,0
14:09:20 Jul 20 2026,98,57,0,0,0
14:09:24 Jul 20 2026,98,58,0,0,0
14:09:28 Jul 20 2026,98,57,0,0,0
14:09:32 Jul 20 2026,98,56,0,0,0
14:09:36 Jul 20 2026,98,54,0,0,0
14:09:40 Jul 20 2026,98,54,0,0,0
14:09:44 Jul 20 2026,98,55,0,0,0
14:09:48 Jul 20 2026,98,57,0,0,0
14:09:52 Jul 20 2026,98,58,0,0,0
14:09:56 Jul 20 2026,98,59,0,0,0
14:10:00 Jul 20 2026,98,59,0,0,0
14:10:04 Jul 20 2026,98,59,0,0,0
14:10:08 Jul 20 2026,98,59,2,0,0
14:10:12 Jul 20 2026,98,58,0,0,0
14:10:16 Jul 20 2026,98,61,0,0,0
14:10:20 Jul 20 2026,98,62,0,0,0
14:10:24 Jul 20 2026,98,65,0,0,0
14:10:28 Jul 20 2026,98,63,0,0,0
14:10:32 Jul 20 2026,98,64,0,0,0
14:10:36 Jul 20 2026,98,67,0,0,0
14:10:40 Jul 20 2026,98,68,0,0,0
14:10:44 Jul 20 2026,98,68,2,0,0
14:10:48 Jul 20 2026,98,67,0,0,0
14:10:52 Jul 20 2026,98,66,0,0,0
14:10:56 Jul 20 2026,99,63,0,0,0
14:11:00 Jul 20 2026,99,61,0,0,0
14:11:04 Jul 20 2026,98,60,0,0,0
14:11:08 Jul 20 2026,98,60,0,0,0
14:11:12 Jul 20 2026,99,60,1,0,0
14:11:16 Jul 20 2026,98,62,0,0,0
14:11:20 Jul 20 2026,98,64,0,0,0
14:11:24 Jul 20 2026,98,64,0,0,0
14:11:28 Jul 20 2026,98,64,2,0,0
14:11:32 Jul 20 2026,98,64,2,0,0
14:11:36 Jul 20 2026,98,64,0,0,0
14:11:40 Jul 20 2026,98,62,0,0,0
14:11:44 Jul 20 2026,98,57,0,0,0
14:11:48 Jul 20 2026,98,57,0,0,0
14:11:52 Jul 20 2026,98,56,0,0,0
14:11:56 Jul 20 2026,98,56,0,0,0
14:12:00 Jul 20 2026,98,57,0,0,0
14:12:04 Jul 20 2026,98,58,0,0,0
14:12:08 Jul 20 2026,98,58,0,0,0
14:12:12 Jul 20 2026,98,58,0,0,0
14:12:16 Jul 20 2026,98,59,3,0,0
14:12:20 Jul 20 2026,98,60,11,0,0
14:12:24 Jul 20 2026,98,60,19,0,0
14:12:28 Jul 20 2026,98,60,0,0,0
14:12:32 Jul 20 2026,98,60,0,0,0
14:12:36 Jul 20 2026,98,61,1,0,0
14:12:40 Jul 20 2026,98,60,0,0,0
14:12:44 Jul 20 2026,99,60,0,0,0
14:12:48 Jul 20 2026,98,61,0,0,0
14:12:52 Jul 20 2026,98,62,0,0,0
14:12:56 Jul 20 2026,98,62,0,0,0
14:13:00 Jul 20 2026,98,62,0,0,0
14:13:04 Jul 20 2026,98,61,0,0,0
14:13:08 Jul 20 2026,98,61,0,0,0
14:13:12 Jul 20 2026,98,60,0,0,0
14:13:16 Jul 20 2026,98,60,0,0,0
14:13:20 Jul 20 2026,98,60,0,0,0
14:13:24 Jul 20 2026,98,60,0,0,0
14:13:28 Jul 20 2026,98,61,0,0,0
14:13:32 Jul 20 2026,98,58,0,0,0
14:13:36 Jul 20 2026,99,55,0,0,0
14:13:40 Jul 20 2026,98,54,0,0,0
14:13:44 Jul 20 2026,98,55,0,0,0
14:13:48 Jul 20 2026,98,57,0,0,0
14:13:52 Jul 20 2026,98,58,0,0,0
14:13:56 Jul 20 2026,98,58,0,0,0
14:14:00 Jul 20 2026,98,57,0,0,0
14:14:04 Jul 20 2026,98,55,0,0,0
14:14:08 Jul 20 2026,98,54,0,0,0
14:14:12 Jul 20 2026,98,57,0,0,0
14:14:16 Jul 20 2026,98,57,0,0,0
14:14:20 Jul 20 2026,98,57,0,0,0
14:14:24 Jul 20 2026,98,57,0,0,0
14:14:28 Jul 20 2026,98,59,1,0,0
14:14:32 Jul 20 2026,98,59,2,0,0
14:14:36 Jul 20 2026,98,57,1,0,0
14:14:40 Jul 20 2026,98,60,0,0,0
14:14:44 Jul 20 2026,99,59,0,0,0
14:14:48 Jul 20 2026,99,56,0,0,0
14:14:52 Jul 20 2026,99,54,0,0,0
14:14:56 Jul 20 2026,98,53,0,0,0
14:15:00 Jul 20 2026,99,51,0,0,0
14:15:04 Jul 20 2026,99,50,0,0,0
14:15:08 Jul 20 2026,99,51,0,0,0
14:15:12 Jul 20 2026,98,51,0,0,0
14:15:16 Jul 20 2026,98,52,0,0,0
14:15:20 Jul 20 2026,98,57,0,0,0
14:15:24 Jul 20 2026,98,59,0,0,0
14:15:28 Jul 20 2026,98,60,0,0,0
14:15:32 Jul 20 2026,98,57,0,0,0
14:15:36 Jul 20 2026,98,58,0,0,0
14:15:40 Jul 20 2026,98,57,0,0,0
14:15:44 Jul 20 2026,98,56,0,0,0
14:15:48 Jul 20 2026,98,57,0,0,0
14:15:52 Jul 20 2026,98,60,0,0,0
14:15:56 Jul 20 2026,98,59,0,0,0
14:16:00 Jul 20 2026,98,59,2,0,0
14:16:04 Jul 20 2026,98,59,0,0,0
14:16:08 Jul 20 2026,98,60,0,0,0
14:16:12 Jul 20 2026,98,61,0,0,0
14:16:16 Jul 20 2026,98,62,0,0,0
14:16:20 Jul 20 2026,98,62,0,0,0
14:16:24 Jul 20 2026,98,59,0,0,0
14:16:28 Jul 20 2026,98,58,0,0,0
14:16:32 Jul 20 2026,98,54,0,0,0
14:16:36 Jul 20 2026,98,56,0,0,0
14:16:40 Jul 20 2026,98,52,0,0,0
14:16:44 Jul 20 2026,98,54,0,0,0
14:16:48 Jul 20 2026,98,55,0,0,0
14:16:52 Jul 20 2026,98,59,0,0,0
14:16:56 Jul 20 2026,98,60,0,0,0
14:17:00 Jul 20 2026,99,58,0,0,0
14:17:04 Jul 20 2026,99,58,0,0,0
14:17:08 Jul 20 2026,99,59,0,0,0
14:17:12 Jul 20 2026,99,59,0,0,0
14:17:16 Jul 20 2026,99,59,0,0,0
14:17:20 Jul 20 2026,99,59,0,0,0
14:17:24 Jul 20 2026,99,59,5,0,0
14:17:28 Jul 20 2026,99,59,3,0,0
14:17:32 Jul 20 2026,98,61,4,0,0
14:17:36 Jul 20 2026,98,65,4,0,0
14:17:40 Jul 20 2026,97,67,4,0,0
14:17:44 Jul 20 2026,97,65,1,0,0
14:17:48 Jul 20 2026,98,64,2,0,0
14:17:52 Jul 20 2026,98,63,0,0,0
14:17:56 Jul 20 2026,98,64,0,0,0
14:18:00 Jul 20 2026,98,62,0,0,0
14:18:04 Jul 20 2026,98,61,0,0,0
14:18:08 Jul 20 2026,98,60,0,0,0
14:18:12 Jul 20 2026,98,58,0,0,0
14:18:16 Jul 20 2026,98,60,0,0,0
14:18:20 Jul 20 2026,98,59,0,0,0
14:18:24 Jul 20 2026,98,57,0,0,0
14:18:28 Jul 20 2026,98,58,0,0,0
14:18:32 Jul 20 2026,98,56,0,0,0
14:18:36 Jul 20 2026,98,55,0,0,0
14:18:40 Jul 20 2026,98,52,0,0,0
14:18:44 Jul 20 2026,98,50,0,0,0
14:18:48 Jul 20 2026,98,50,0,0,0
14:18:52 Jul 20 2026,98,50,0,0,0
14:18:56 Jul 20 2026,98,49,0,0,0
14:19:00 Jul 20 2026,98,49,0,0,0
14:19:04 Jul 20 2026,98,49,0,0,0
14:19:08 Jul 20 2026,98,50,0,0,0
14:19:12 Jul 20 2026,98,51,0,0,0
14:19:16 Jul 20 2026,98,50,0,0,0
14:19:20 Jul 20 2026,98,50,0,0,0
14:19:24 Jul 20 2026,98,52,0,0,0
14:19:28 Jul 20 2026,98,58,0,0,0
14:19:32 Jul 20 2026,98,58,5,0,0
14:19:36 Jul 20 2026,98,59,0,0,0
14:19:40 Jul 20 2026,98,63,1,0,0
14:19:44 Jul 20 2026,98,60,0,0,0
14:19:48 Jul 20 2026,98,57,0,0,0
14:19:52 Jul 20 2026,98,54,0,0,0
14:19:56 Jul 20 2026,98,53,0,0,0
14:20:00 Jul 20 2026,98,53,0,0,0
14:20:04 Jul 20 2026,98,51,0,0,0
14:20:08 Jul 20 2026,98,50,0,0,0
14:20:12 Jul 20 2026,98,52,0,0,0
14:20:16 Jul 20 2026,98,55,0,0,0
14:20:20 Jul 20 2026,98,57,0,0,0
14:20:24 Jul 20 2026,98,57,0,0,0
14:20:28 Jul 20 2026,98,56,0,0,0
14:20:32 Jul 20 2026,98,56,0,0,0
14:20:36 Jul 20 2026,98,56,0,0,0
14:20:40 Jul 20 2026,98,56,0,0,0
14:20:44 Jul 20 2026,98,55,0,0,0
14:20:48 Jul 20 2026,98,52,0,0,0
14:20:52 Jul 20 2026,98,51,0,0,0
14:20:56 Jul 20 2026,98,51,0,0,0
14:21:00 Jul 20 2026,97,50,0,0,0
14:21:04 Jul 20 2026,97,51,0,0,0
14:21:08 Jul 20 2026,97,52,0,0,0
14:21:12 Jul 20 2026,98,54,0,0,0
14:21:16 Jul 20 2026,98,55,0,0,0
14:21:20 Jul 20 2026,98,55,0,0,0
14:21:24 Jul 20 2026,98,55,0,0,0
14:21:28 Jul 20 2026,98,55,0,0,0
14:21:32 Jul 20 2026,98,54,0,0,0
14:21:36 Jul 20 2026,98,54,0,0,0
14:21:40 Jul 20 2026,98,54,0,0,0
14:21:44 Jul 20 2026,98,54,0,0,0
14:21:48 Jul 20 2026,98,57,0,0,0
14:21:52 Jul 20 2026,98,58,0,0,0
14:21:56 Jul 20 2026,98,55,0,0,0
14:22:00 Jul 20 2026,98,55,0,0,0
14:22:04 Jul 20 2026,98,53,0,0,0
14:22:08 Jul 20 2026,98,53,0,0,0
14:22:12 Jul 20 2026,98,53,6,0,0
14:22:16 Jul 20 2026,98,55,0,0,0
14:22:20 Jul 20 2026,98,58,0,0,0
14:22:24 Jul 20 2026,98,59,0,0,0
14:22:28 Jul 20 2026,98,60,0,0,0
14:22:32 Jul 20 2026,98,59,0,0,0
14:22:36 Jul 20 2026,98,56,0,0,0
14:22:40 Jul 20 2026,98,56,0,0,0
14:22:44 Jul 20 2026,98,58,0,0,0
14:22:48 Jul 20 2026,98,57,0,0,0
14:22:52 Jul 20 2026,98,55,0,0,0
14:22:56 Jul 20 2026,98,56,0,0,0
14:23:00 Jul 20 2026,98,56,0,0,0
14:23:04 Jul 20 2026,98,54,0,0,0
14:23:08 Jul 20 2026,98,55,0,0,0
14:23:12 Jul 20 2026,98,57,0,0,0
14:23:16 Jul 20 2026,98,57,0,0,0
14:23:20 Jul 20 2026,98,56,0,0,0
14:23:24 Jul 20 2026,98,56,0,0,0
14:23:28 Jul 20 2026,98,56,0,0,0
14:23:32 Jul 20 2026,98,56,0,0,0
14:23:36 Jul 20 2026,98,57,0,0,0
